Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-03-27 00:00:00+08:00,61.74432974349054,61.934024810791016,61.27010292942974,61.934024810791016,15022289,0.0,0.0
2025-03-28 00:00:00+08:00,61.64948433637619,61.74432824966834,60.70103073120117,60.70103073120117,20054064,0.0,0.0
2025-03-31 00:00:00+08:00,59.56288486545232,59.75257630750149,57.9505130351293,58.04536056518555,32601854,0.0,0.0
2025-04-01 00:00:00+08:00,58.32989592564313,58.898966633789925,58.04536057156973,58.42473983764648,25979079,0.0,0.0
2025-04-02 00:00:00+08:00,58.42473983764648,59.08865807585997,58.42473983764648,58.42473983764648,21366759,0.0,0.0
2025-04-07 00:00:00+08:00,52.63917541503906,52.63917541503906,52.63917541503906,52.63917541503906,9339145,0.0,0.0
2025-04-08 00:00:00+08:00,50.07835132712207,51.97525860177112,49.50928059195275,51.31134033203125,84413483,0.0,0.0
2025-04-09 00:00:00+08:00,50.74226629854453,51.78556378456032,46.94845199584961,46.94845199584961,67600496,0.0,0.0
2025-04-10 00:00:00+08:00,51.59587860107422,51.59587860107422,51.21649570418818,51.59587860107422,20144368,0.0,0.0
2025-04-11 00:00:00+08:00,49.79381332828461,51.59587659120023,49.79381332828461,51.40618515014648,55592542,0.0,0.0
2025-04-14 00:00:00+08:00,51.595875694645024,52.82886461297439,51.50102816673461,51.69071960449219,39368302,0.0,0.0
2025-04-15 00:00:00+08:00,51.975258239835966,53.30309477006917,51.7855667900793,53.1134033203125,23705441,0.0,0.0
2025-04-16 00:00:00+08:00,52.25979323713313,52.63917613397273,51.69072250993718,51.97525787353515,22269928,0.0,0.0
2025-04-17 00:00:00+08:00,51.69072141089724,51.69072141089724,50.837111720189185,51.12165069580078,24874782,0.0,0.0
2025-04-18 00:00:00+08:00,50.83711242675781,51.21649532080395,50.45773315077509,50.83711242675781,26241533,0.0,0.0
2025-04-21 00:00:00+08:00,51.02680496444659,51.4061878666018,50.55257814578433,51.31134033203125,16911194,0.0,0.0
2025-04-22 00:00:00+08:00,50.3628863439995,50.74226924351284,49.319588797433035,49.79381561279297,31953772,0.0,0.0
2025-04-23 00:00:00+08:00,50.83711242675781,50.83711242675781,50.07835025672895,50.83711242675781,26448029,0.0,0.0
2025-04-24 00:00:00+08:00,50.93195905228756,51.026802965078375,50.173196895771,50.74226760864258,23118104,0.0,0.0
2025-04-25 00:00:00+08:00,51.2164964155242,51.97525860177112,51.02680496444659,51.31134033203125,26733950,0.0,0.0
2025-04-28 00:00:00+08:00,51.975255863692,52.164947304776575,51.50102907001221,51.78556442260742,13700391,0.0,0.0
2025-04-29 00:00:00+08:00,51.785563943978744,52.82886505126953,51.50102859401335,52.82886505126953,29605110,0.0,0.0
2025-04-30 00:00:00+08:00,55.3896913051647,56.338144898622566,54.72577306613153,55.48453521728515,70499043,0.0,0.0
2025-05-02 00:00:00+08:00,55.48453721906493,55.86392011736085,55.105154320769024,55.67422866821289,38292253,0.0,0.0
2025-05-05 00:00:00+08:00,52.25979232759328,52.54433130430253,50.55257655765471,51.88041305541992,95368983,0.0,0.0
2025-05-06 00:00:00+08:00,51.12165127303906,53.30309386295831,50.8371122942146,53.018558502197266,64400064,0.0,0.0
2025-05-07 00:00:00+08:00,52.82886615731761,53.30309295654297,51.975256471486624,53.30309295654297,45137412,0.0,0.0
2025-05-08 00:00:00+08:00,52.25979342710695,53.303094588176705,52.25979342710695,52.35464096069336,52583859,0.0,0.0
