Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-03-27 00:00:00+08:00,304.24308950949035,306.1933657242948,288.64087979105494,290.5911560058594,3780088,0.0,0.0
2025-03-28 00:00:00+08:00,275.96410263872883,288.15332978708255,275.96410263872883,284.2527770996094,3507037,0.0,0.0
2025-03-31 00:00:00+08:00,273.5262460809005,279.8646439401727,271.57596981650903,277.91436767578125,4432074,0.0,0.0
2025-04-01 00:00:00+08:00,280.83978365384615,286.6906124799679,277.42680017194175,285.2279052734375,1118330,0.0,0.0
2025-04-02 00:00:00+08:00,286.20304341112444,287.17818154881144,281.8149217915331,285.2279052734375,1055143,0.0,0.0
2025-04-07 00:00:00+08:00,256.9488830566406,256.9488830566406,256.9488830566406,256.9488830566406,586310,0.0,0.0
2025-04-08 00:00:00+08:00,231.5953063964844,233.05801359477795,231.5953063964844,231.5953063964844,1759719,0.0,0.0
2025-04-09 00:00:00+08:00,244.27209333322097,244.27209333322097,215.01795041906277,218.9185028076172,6553415,0.0,0.0
2025-04-10 00:00:00+08:00,240.37155151367188,240.37155151367188,240.37155151367188,240.37155151367188,203255,0.0,0.0
2025-04-11 00:00:00+08:00,240.37153576266385,258.41159017081503,240.37153576266385,256.9488830566406,3306567,0.0,0.0
2025-04-14 00:00:00+08:00,271.088386421773,271.088386421773,261.3370056152344,261.3370056152344,1942343,0.0,0.0
2025-04-15 00:00:00+08:00,262.3121556821077,271.0883988090183,262.3121556821077,269.13812255859375,1367307,0.0,0.0
2025-04-16 00:00:00+08:00,265.72514607356146,270.6008368272048,253.53591918945312,253.53591918945312,2629020,0.0,0.0
2025-04-17 00:00:00+08:00,252.5607816166751,258.89917961091595,248.66022900483455,256.4613342285156,2328243,0.0,0.0
2025-04-18 00:00:00+08:00,258.41160086364175,260.36187709657486,255.486186514242,258.899169921875,612050,0.0,0.0
2025-04-21 00:00:00+08:00,259.38674332713356,262.31215772555987,254.51105266308969,255.48619079589844,1695142,0.0,0.0
2025-04-22 00:00:00+08:00,252.560781900734,263.7748706723882,248.66022928450644,257.9240417480469,2443024,0.0,0.0
2025-04-23 00:00:00+08:00,264.2624306007668,266.7002759015119,260.36187811957467,263.28729248046875,1923004,0.0,0.0
2025-04-24 00:00:00+08:00,270.6008406146055,280.35222225837504,269.6257024502285,272.5511169433594,2806152,0.0,0.0
2025-04-25 00:00:00+08:00,276.451670949052,285.7154835558104,275.9641018644858,279.8646545410156,1605232,0.0,0.0
2025-04-28 00:00:00+08:00,285.71548487820326,289.12846848596337,283.2776394440889,287.1781921386719,2084215,0.0,0.0
2025-04-29 00:00:00+08:00,289.61601753942483,290.59115564561813,283.27761984916805,289.1284484863281,1800228,0.0,0.0
